gene	alteration	cancer_acronym	source
PDE4DIP	amplification	CM	in_silico_predicted
PDGFRA	amplification	GBM	in_silico_predicted
PDGFRA	amplification	G	in_silico_predicted
PDGFRA	amplification	S	in_silico_predicted
PIK3CA	amplification	BLCA	in_silico_predicted
PIK3CA	amplification	BRCA	in_silico_predicted
PIK3CA	amplification	RCCC	in_silico_predicted
PIK3R1	deletion	OV	in_silico_predicted
PLAG1	amplification	S	in_silico_predicted
PLAG1	amplification	UCS	in_silico_predicted
PLXNA1	amplification	PRAD	in_silico_predicted
PPARG	amplification	BLCA	in_silico_predicted
PPP2R5C	amplification	LUSC	in_silico_predicted
PRCC	amplification	G	in_silico_predicted
PRCC	amplification	PA	in_silico_predicted
PTEN	deletion	BLCA	in_silico_predicted
PTEN	deletion	CESC	in_silico_predicted
PTEN	deletion	COREAD	in_silico_predicted
PTEN	deletion	ESCA	in_silico_predicted
PTEN	deletion	GBM	in_silico_predicted
PTEN	deletion	HNSC	in_silico_predicted
PTEN	deletion	HC	in_silico_predicted
PTEN	deletion	LUSC	in_silico_predicted
PTEN	deletion	S	in_silico_predicted
PTEN	deletion	CM	in_silico_predicted
PTEN	deletion	STAD	in_silico_predicted
PTEN	deletion	UCEC	in_silico_predicted
RAC1	amplification	CM	in_silico_predicted
RAC1	amplification	STAD	in_silico_predicted
RALGDS	amplification	G	in_silico_predicted
RALGDS	amplification	PRAD	in_silico_predicted
RASA1	deletion	LUSC	in_silico_predicted
RB1	deletion	CESC	in_silico_predicted
RB1	deletion	ESCA	in_silico_predicted
RB1	deletion	HNSC	in_silico_predicted
RB1	deletion	G	in_silico_predicted
RB1	deletion	HC	in_silico_predicted
RB1	deletion	LUAD	in_silico_predicted
RB1	deletion	LUSC	in_silico_predicted
RB1	deletion	OV	in_silico_predicted
RBBP7	amplification	S	in_silico_predicted
RECQL4	deletion	G	in_silico_predicted
REL	amplification	LUSC	in_silico_predicted
RFC4	amplification	BLCA	in_silico_predicted
RHEB	amplification	G	in_silico_predicted
RHEB	amplification	OV	in_silico_predicted
RNF213	amplification	OV	in_silico_predicted
RNF213	amplification	CM	in_silico_predicted
RPN1	amplification	PRAD	in_silico_predicted
SCAI	amplification	PRAD	in_silico_predicted
SDHB	deletion	BRCA	in_silico_predicted
SDHD	deletion	BRCA	in_silico_predicted
SDHD	deletion	CESC	in_silico_predicted
5-Sep	amplification	LUSC	in_silico_predicted
9-Sep	amplification	BLCA	in_silico_predicted
9-Sep	amplification	LUSC	in_silico_predicted
9-Sep	amplification	CM	in_silico_predicted
SET	amplification	G	in_silico_predicted
SET	amplification	PRAD	in_silico_predicted
SETD2	deletion	G	in_silico_predicted
SETDB1	amplification	CESC	in_silico_predicted
SETDB1	amplification	ESCA	in_silico_predicted
SETDB1	amplification	LUAD	in_silico_predicted
SETDB1	amplification	LUSC	in_silico_predicted
SETDB1	amplification	PCPG	in_silico_predicted
SETDB1	amplification	S	in_silico_predicted
SETDB1	amplification	CM	in_silico_predicted
SETDB1	amplification	STAD	in_silico_predicted
SMAD3	deletion	COREAD	in_silico_predicted
SMAD4	deletion	CESC	in_silico_predicted
SMAD4	deletion	ESCA	in_silico_predicted
SMAD4	deletion	HNSC	in_silico_predicted
SMAD4	deletion	STAD	in_silico_predicted
SMO	amplification	G	in_silico_predicted
SOX17	amplification	UCS	in_silico_predicted
SOX2	amplification	HNSC	in_silico_predicted
SOX2	amplification	RCCC	in_silico_predicted
SOX2	amplification	G	in_silico_predicted
SOX2	amplification	LUSC	in_silico_predicted
SPRR3	amplification	PCPG	in_silico_predicted
SS18L1	amplification	HC	in_silico_predicted
SS18L1	amplification	S	in_silico_predicted
STARD13	amplification	STAD	in_silico_predicted
STK11	deletion	CESC	in_silico_predicted
TAL2	amplification	PRAD	in_silico_predicted
TCEA1	amplification	COREAD	in_silico_predicted
TCEA1	amplification	UCS	in_silico_predicted
TFDP1	amplification	BRCA	in_silico_predicted
TFDP1	amplification	HNSC	in_silico_predicted
TFDP1	amplification	HC	in_silico_predicted
TFDP1	amplification	LUSC	in_silico_predicted
TFDP1	amplification	S	in_silico_predicted
TFDP1	amplification	UCEC	in_silico_predicted
TFE3	amplification	OV	in_silico_predicted
TFEB	amplification	COREAD	in_silico_predicted
TFEB	amplification	LUAD	in_silico_predicted
TFEB	amplification	S	in_silico_predicted
TFPT	amplification	BLCA	in_silico_predicted
TFRC	amplification	BLCA	in_silico_predicted
TGFBR2	deletion	HNSC	in_silico_predicted
TJP1	deletion	BRCA	in_silico_predicted
TNFRSF14	deletion	HC	in_silico_predicted
TP53	deletion	S	in_silico_predicted
TP53BP1	deletion	COREAD	in_silico_predicted
TP53BP1	deletion	LUAD	in_silico_predicted
TPM3	amplification	CESC	in_silico_predicted
TPM3	amplification	PA	in_silico_predicted
TPM3	amplification	PCPG	in_silico_predicted
TPM3	amplification	CM	in_silico_predicted
TRAF3	deletion	HNSC	in_silico_predicted
TRERF1	amplification	S	in_silico_predicted
TRIM24	amplification	G	in_silico_predicted
TRIM24	amplification	CM	in_silico_predicted
TXNIP	amplification	ESCA	in_silico_predicted
TXNIP	amplification	CM	in_silico_predicted
WHSC1	amplification	OV	in_silico_predicted
WHSC1	amplification	UCEC	in_silico_predicted
WHSC1L1	amplification	COREAD	in_silico_predicted
WHSC1L1	amplification	HNSC	in_silico_predicted
WHSC1L1	amplification	LUSC	in_silico_predicted
WHSC1L1	amplification	PA	in_silico_predicted
WHSC1L1	amplification	PRAD	in_silico_predicted
WHSC1L1	amplification	S	in_silico_predicted
WHSC1L1	amplification	UCEC	in_silico_predicted
WRN	deletion	BLCA	in_silico_predicted
WWOX	deletion	HNSC	in_silico_predicted
WWOX	deletion	LUSC	in_silico_predicted
WWOX	deletion	OV	in_silico_predicted
WWOX	deletion	S	in_silico_predicted
ZFHX3	deletion	PRAD	in_silico_predicted
ZNF292	deletion	PRAD	in_silico_predicted
ZNF292	deletion	STAD	in_silico_predicted
ZNF331	amplification	BLCA	in_silico_predicted
ZNF521	amplification	LUAD	in_silico_predicted
ZNF750	deletion	HNSC	in_silico_predicted
ZNF814	amplification	BLCA	in_silico_predicted
ZNF814	amplification	BRCA	in_silico_predicted
ZNRF3	deletion	ACC	in_silico_predicted
CRBN	deletion	STAD	in_silico_predicted
PIK3C2B	amplification	GBM	in_silico_predicted
PIK3C2B	amplification	G	in_silico_predicted
MSH3	deletion	OV	in_silico_predicted
HERC2	deletion	BRCA	in_silico_predicted
RNF6	deletion	LUAD	in_silico_predicted
ESR1	amplification	UCEC	"in_silico_predicted,validated"
TERT	amplification	BLCA	in_silico_predicted
TERT	amplification	HC	in_silico_predicted
TERT	amplification	S	in_silico_predicted
TERT	amplification	STAD	in_silico_predicted
TERT	amplification	UCEC	in_silico_predicted
WNK1	amplification	BRCA	in_silico_predicted
WNK1	amplification	HNSC	in_silico_predicted
WNK1	amplification	LUSC	in_silico_predicted
WNK1	amplification	OV	in_silico_predicted
WNK1	amplification	PA	in_silico_predicted
RAD54B	amplification	PRAD	in_silico_predicted
FGFR4	amplification	RCCC	in_silico_predicted
ESR1	amplification	BRCA	validated
ESR1	amplification	OV	validated
